Traffic,Delay,Throughput,Packet Loss %
low,0.0014041592353998234,1.4333333333333333,0.0
medium,0.007167472644728061,1.6333333333333333,41.83673469387755
high,0.007659028918244123,1.4333333333333333,73.33333333333333
